,cui,semtypes,name,abstracts,male_abstracts,female_abstracts
1729684,C1707181,['gngm'],CYP2C19*2 Allele,1,20,10
1729701,C0406502,['dsyn'],Hereditary benign telangiectasia (disorder),1,20,1
1729753,C0086100,['qlco'],Data Security,1,20,1
1729811,C4520476,['hlca'],Telehealth service,1,20,1
1729813,C2979986,['bmod'],medical technology,1,20,1
1729920,C1335837,['gngm'],SLC2A1 gene,1,10,1
1729959,C2827893,['qnco'],Minute Times Gram per Milliliter,1,10,1
1729961,C0553982,['fndg'],Impaired left ventricular function,2,11,11
1729987,C2349074,['qnco'],Unit per Gram per Minute,1,10,1
1730118,C0521592,['sosy'],Oral hypoesthesia,3,60,60
1730149,C0917814,['mobd'],"Aphasia, Expressive",2,11,2
1730195,C1822679,['gngm'],SERINC1 gene,1,10,1
1730198,C1299487,['fndg'],Patient name,1,10,1
1730232,C3536731,['topp'],Massage Therapy,1,20,10
1730295,C2983860,"['orch', 'phsu']",Xenytropium Bromide,1,20,10
1730442,C4319726,['inpr'],Minnesota Living with Heart Failure Questionnaire (MLHFQ),1,20,20
1730566,C0302830,['lang'],Multilingualism,2,20,40
1730619,C0848067,['fndg'],Mental problem,1,10,20
1730620,C1272340,['edac'],Safety education,2,30,40
1730629,C2707627,['clna'],Language.preferred:Finding:Point in time:^Patient:Nominal,2,30,40
1730642,C0870816,['fndg'],limited english proficiency,1,10,20
1730816,C1708663,['mnob'],Lead Tip Device,1,20,20
1730871,C2986547,['diap'],Non-Target Lesion Identification,2,40,40
1730883,C2986712,['cnce'],Study Position,1,20,20
1731068,C1248746,['clnd'],almotriptan Oral Tablet,1,10,10
1731070,C1253507,['clnd'],Sumatriptan Nasal Spray,1,10,10
1731079,C0991504,['bodm'],Disintegrating Oral Tablet,1,10,10
1731175,C0085970,['inpr'],Case Histories,3,30,50
1731636,C4264448,['blor'],Distal 1/3,2,40,20
1731809,C3266261,['fndg'],One chronic disease,3,30,30
1731829,C0681926,['qnco'],multiple analysis of variance,3,40,30
1732179,C4228391,['fndg'],Large ventricles,1,20,20
1732204,C1970628,['fndg'],Small ventricle,1,20,20
1732326,C3640256,['inpr'],CDISC SDTM New York Heart Association Class Responses Terminology,3,30,21
1732427,C0525005,"['orch', 'phsu']",Nelfinavir,1,20,20
1732526,C3242006,['hlca'],pregnancy prophylaxis,1,20,20
1732539,C0872361,['topp'],prenatal therapy,1,20,20
1732542,C3242151,['idcn'],illegal,1,20,20
1732667,C0267066,['dsyn'],Chalasia of lower esophageal sphincter,1,20,20
1732776,C1621368,['ftcn'],Intravenous Drip Route of Administration,1,20,20
1732803,C1735337,['topp'],Asthma prophylaxis,2,30,21
1732958,C0076570,"['aapp', 'imft']",Thy-1 Antigens,2,11,20
1732966,C0040404,['diap'],"Tomography, X-Ray",1,10,10
1732977,C0376634,['cgab'],Craniofacial Abnormalities,1,10,10
1732983,C0596392,['bpoc'],craniofacial,2,11,20
1733033,C1537038,['topp'],oral reconstruction,1,10,10
1733041,C0449711,['spco'],Site of transplantation,1,10,10
1733421,C0677875,['medd'],Compression Bandages,1,20,10
1733435,C0263560,['dsyn'],Chronic ulcer of lower extremity,1,20,10
1733438,C3273249,['phsu'],Topical Wound Spray HP802-247,2,40,30
1733519,C2983671,['prog'],Study Sponsor Monitor,1,20,10
1733563,C3159354,"['orch', 'phsu']",Nexplanon,1,0,20
1733611,C0673606,"['orch', 'phsu']",Implanon,1,0,20
1733787,C0449374,['inpr'],Method of staging,1,10,10
1733875,C0730920,"['aapp', 'imft', 'phsu']",Thymoglobulin,2,30,20
1733881,C0024314,['neop'],Lymphoproliferative Disorders,1,20,10
1733908,C0948168,['dsyn'],bone marrow toxicity,1,20,10
1733929,C2919615,['patf'],Posttransplant diabetes mellitus,2,40,30
1733936,C0805414,['qnco'],C peptide/Creatinine,1,20,10
1733938,C0994103,['topp'],Simultaneous pancreas kidney transplantation,1,20,10
1734078,C2610260,['moft'],MAPK14 cascade,1,10,10
1734086,C0203382,['diap'],Imaging of carotid arteries,1,10,10
1734127,C3537392,['aapp'],T-Box Brain Protein 1,1,10,10
1734170,C0019100,['dsyn'],Severe Dengue,3,60,60
1734393,C0744937,['dsyn'],HIP Bone loss,1,10,10
1734416,C2337179,['blor'],Bone spine,1,10,10
1734507,C0679953,['socb'],cultural experience,1,0,20
1734612,C0652416,['aapp'],myelin peptide amide-12,1,10,10
1734614,C0652418,['aapp'],myelin peptide amide-16,1,10,10
1734706,C0085090,['neop'],"Lymphoma, AIDS-Related",1,10,10
1734720,C0056471,"['orch', 'phsu']",creatinol phosphate,4,50,50
1734764,C0280658,['topp'],cyclophosphamide/vincristine,2,20,20
1734797,C1517068,['fndg'],Extranodal Disease,2,20,20
1734806,C0992820,['clnd'],Prednisone 1 MG,3,40,40
1734905,C0052128,"['aapp', 'enzy']",antithrombin III-protease complex,2,11,11
1735188,C0011929,['hlca'],Diagnostic Services,1,20,10
1735243,C4284227,['hlca'],Disability examination,1,20,10
1735253,C0065661,"['aapp', 'phsu']",Mannose Binding Lectin,1,20,20
1735263,C3280586,['dsyn'],Mannose-Binding Protein Deficiency,1,20,20
1735272,C0377274,"['aapp', 'bacs']",Collectins,1,20,20
1735319,C0520990,['ortf'],Host defense,2,30,30
1735362,C0080014,['elii'],Dietary Phosphorus,1,1,1
1735402,C0303383,"['elii', 'irda']",Calcium-45,1,1,1
1735445,C1123957,['clnd'],Calcium Carbonate 1500 MG,1,1,1
1735454,C4296874,['fndg'],Use caution,1,1,1
1735532,C0140430,"['aapp', 'imft']",Blood group antibody D,2,40,40
1735600,C1273956,['topp'],Booster pneumococcal vaccination,1,20,20
1736018,C0237236,['mobd'],Sexual assault,3,40,20
1736274,C0021364,['dsyn'],Male infertility,1,0,20
1736432,C2348784,"['imft', 'phsu']",Pexastimogene Devacirepvec,1,10,1
1736443,C1711356,['qnco'],Relative Survival,1,10,1
1736546,C0986410,['clnd'],Haloperidol 5 MG,1,20,20
1736557,C0865302,['mobd'],Schizophrenia agitation,1,20,20
1736591,C4547309,"['orch', 'phsu']",ABT-072,1,1,1
1736662,C1611954,['orch'],ABT-100,1,1,1
1736910,C0333565,['patf'],Fibrin deposition,2,40,40
1737048,C0426636,['sosy'],Urgent desire for stool,2,40,40
1737071,C2608729,['clnd'],mesalamine 800 MG,2,40,40
1737225,C1334118,['gngm'],IL4R gene,1,20,20
1737226,C1517519,['mbrt'],Genome Scan,1,20,20
1737248,C1415912,['gngm'],IFNB1 gene,1,20,20
1737253,C2985514,['nusq'],Genetic Marker of Susceptibility,1,20,20
1737416,C3845748,['fndg'],Hematologic complication,1,10,10
1737462,C0035411,['neop'],Rhabdomyoma,1,10,10
1737467,C0206731,['neop'],Angiofibroma,1,10,10
1737476,C0265319,['neop'],Fibrous skin tumor of tuberous sclerosis,1,10,10
1737489,C0337522,['famg'],Identical twin sister,1,10,10
1737495,C1968959,['fndg'],Cortical tubers,1,10,10
1737698,C2826756,['inpr'],Physical Examination Test,1,20,20
1737799,C0086769,['mobd'],Panic Attacks,1,10,10
1737835,C1272478,['hlca'],Cardiac care management,1,10,10
1738274,C1522536,"['aapp', 'phsu']",27-400,1,10,10
1738338,C1708427,['gngm'],IL17A wt Allele,2,2,11
1738388,C0160087,['inpo'],Ankle Sprains,2,40,40
1738411,C0038045,['inpo'],Sprain,2,40,40
1738629,C0680150,['socb'],rave,3,60,30
1738744,C0302921,['inch'],Strong acid,0,0,0
1738745,C4035819,['fndg'],8 - Moderate pain,1,20,20
1739120,C0163299,"['orch', 'phsu']",A 7,2,21,30
1739201,C0450436,['medd'],Joint component,2,21,30
1739278,C0871970,['menp'],eating attitudes,1,0,20
1739341,C0451032,['inpr'],Body shape questionnaire,1,0,20
1739430,C2713472,['qnco'],Pay for Performance,3,30,40
1739562,C0815261,['resa'],individual-level effects,1,10,10
1739875,C0242484,['qnco'],Error Sources,1,20,20
1739899,C0436191,['diap'],Velocity measurement,1,20,20
1739919,C2736769,['fndg'],Transcription error,1,20,20
1739932,C1275957,['qlco'],Misalignment,1,20,20
1739935,C0758540,"['aapp', 'irda', 'phsu']",CEA scan,1,20,20
1739942,C0429862,['fndg'],Arterial velocity waveform,1,20,20
1739960,C0449687,['spco'],Measurement site,2,30,30
1740362,C0559162,['fndg'],H/O: thrombosis,1,10,20
1740454,C1080735,['bact'],Lactobacillus paracasei,1,10,10
1740479,C0005404,"['bacs', 'orch']",Bile Salts,1,10,10
1740532,C0728725,['fndg'],Low pH,2,20,30
1740562,C0599752,['bact'],intestinal bacteria,1,10,10
1740564,C2607219,"['aapp', 'phsu']",voclosporin,1,20,20
1740614,C3828286,['lbtr'],S0,1,20,20
1740667,C1705701,['gngm'],TYRO3 wt Allele,2,30,21
1740669,C1149946,['moft'],Calcineurin activity,1,20,20
1740681,C2700035,['inpr'],Expectation Maximization Algorithm,1,20,20
1741055,C0380051,"['aapp', 'enzy']",stress-activated protein kinase 1,1,1,1
1741063,C1567060,"['aapp', 'bacs']","RELA protein, human",1,1,1
1741082,C0007745,"['bacs', 'orch']",Ceramides,2,11,11
1741101,C1431671,"['aapp', 'enzy']","MAP4K4 protein, human",1,1,1
1741102,C0167954,"['aapp', 'imft']",I-kappa B Proteins,1,1,1
1741105,C1565874,"['aapp', 'enzy']","CHUK protein, human",1,1,1
1741127,C1335610,['gngm'],RELA gene,1,1,1
1741155,C1456386,['gngm'],MAP2K3 gene,1,1,1
1741181,C1419336,['gngm'],RELB gene,1,1,1
1741183,C0754623,"['aapp', 'bacs']",conserved helix-loop-helix ubiquitous kinase,1,1,1
1741662,C4020255,['phsu'],Hepatitis C Virus Nucleotide Analog NS5B Polymerase Inhibitor,1,20,20
1742093,C0871038,['socb'],parental influence,1,20,20
1742280,C0949643,"['aapp', 'enzy']",Cytoplasmic Aspartate Aminotransferase,1,10,10
1742327,C1415181,['gngm'],GOT1 gene,1,10,10
1742366,C1879327,['plnt'],Zingiber officinale,3,10,50
1742398,C0085387,['phsu'],Cyclooxygenase Inhibitors,1,10,10
1742400,C0162751,['food'],Ginger (dietary),1,10,10
1742401,C0939895,"['orch', 'phsu']",Ginger extract,1,10,10
1742407,C0044800,"['bacs', 'orch']","12-Hydroxy-5,8,10,14-eicosatetraenoic Acid",1,10,10
1742434,C0069315,['orch'],octadecadienoic acid,1,10,10
1742464,C0016234,['diap'],Flexible fiberoptic sigmoidoscopy,1,10,10
1742818,C2700166,['lbpr'],Fecal Immunochemical Test,4,80,80
1742875,C0014942,"['horm', 'orch', 'phsu']",Estrone,4,0,60
1742910,C0699710,"['horm', 'orch', 'phsu']",Premarin,1,0,10
1742931,C0285508,"['aapp', 'enzy']","MMP12 protein, human",1,0,10
1742963,C0447612,['bpoc'],Vaginal wall,1,0,10
1742991,C0227784,['bpoc'],Vaginal mucous membrane,1,0,10
1743013,C0227790,['bpoc'],Structure of vaginal muscularis,1,0,10
1743016,C1291747,['fndg'],Increased estrogen level,1,0,10
1743144,C0027646,['diap'],Diagnostic Neoplasm Staging,2,40,20
1743161,C1295653,['fndg'],Increased testosterone level,2,40,0
1743179,C1513177,['celf'],Metastasis Induction,2,40,10
1743279,C0075888,"['orch', 'phsu']",TEC solution,1,20,20
1743300,C1290331,['dsyn'],Oropharyngeal mucositis,1,20,20
1743443,C0878394,"['hops', 'orch']",Far-Go,1,10,10
1743547,C0577077,['fndg'],Finding of pancreas,1,10,10
1743549,C0520970,['lbtr'],Hormone increase,1,10,10
1743553,C0574595,['lang'],Dakota Language,1,10,10
1743837,C0039429,['bmod'],"Technology, Pharmaceutical",1,20,20
1744201,C3828653,['tmco'],Past 4 Weeks,1,20,20
1744248,C3282376,"['orch', 'phsu']",Supreme,1,10,10
1744355,C0192166,['diap'],Endoscopy of tongue,1,10,10
1744363,C1880936,['fndg'],Gel Leak,1,10,10
1744564,C1548818,['hlca'],Anticancer Drugs - Consent type,2,21,21
1744914,C0021917,['topp'],"Instillation, Bladder",2,21,20
1744989,C4521297,['spco'],Intravesical (intended site),4,51,41
1745734,C0230113,['bpoc'],Fin,1,20,0
1745815,C2703211,"['orch', 'phsu']",IPI-926,1,20,0
1745834,C0986066,['clnd'],Finasteride 5 MG,2,30,0
1745837,C3532503,['fndg'],Sexually active with men,1,20,0
1745899,C3687244,['fndg'],Disorder of fin,1,20,0
1745963,C0543427,['clna'],History of symptoms & diseases:Finding:Point in time:Psychiatric:Nominal:Reported,2,20,20
1746235,C3888020,['inpr'],Common Terminology Criteria for Adverse Events,4,41,41
1746381,C1711176,['mnob'],Biorepository,4,50,40
1746437,C0333541,['ftcn'],infarcted,1,20,10
1746651,C1449308,"['aapp', 'bacs']","GLI1 protein, human",2,40,40
1746870,C4683499,['neop'],Refractory Extensive Stage Small Cell Lung Carcinoma,1,20,20
1746905,C0151754,['fndg'],Elevated lactate dehydrogenase,1,20,20
1746920,C1519232,['clna'],Seminal,1,20,20
1746957,C0392265,['medd'],"Lasers, Excimer",1,20,10
1747153,C0162419,['mnob'],Personal Computers,2,30,30
1747225,C0024493,['gora'],Mail Distribution,1,10,10
1747234,C0150174,['topp'],Cognitive stimulation,2,20,20
1747273,C4048230,['fndg'],Level of loneliness,1,10,10
1747291,C0681875,['resa'],sample selection,2,30,30
1747525,C1564483,"['aapp', 'phsu']",L-Tryptophan-ratiopharm,2,20,10
1747628,C4310257,"['aapp', 'bacs', 'phsu']",BAY 81-8973,1,10,0
1747690,C0218184,"['aapp', 'phsu']",Kogenate,1,10,0
1747731,C0373773,['lbpr'],Chromogenic substrate assay,1,10,0
1747804,C0600493,"['bacs', 'nnon']",5' Untranslated Regions,1,0,20
1747805,C0040083,"['aapp', 'enzy']",Thymidine Phosphorylase,1,0,20
1747806,C0010723,"['aapp', 'enzy']",Cytidine Deaminase,1,0,20
1747907,C1413348,['gngm'],CES2 gene,1,0,20
1748206,C1880001,['topp'],Carboplatin-Taxol-Bevacizumab Regimen,3,50,50
1748269,C0024957,['bsoj'],Maxillary Sinus,1,1,10
1748321,C1440367,['cell'],Cells.CD90,1,1,10
1748324,C1293334,['topp'],Accessory sinus reconstruction,1,1,10
1748326,C0240310,['cgab'],Hypoplasia of the maxilla,1,1,10
1748332,C0281790,['anab'],bone fistula,1,1,10
1748359,C2236586,['topp'],sinus augmentation,1,1,10
1748372,C4241184,['bpoc'],Bone of temporal bone,1,1,10
1748571,C4087124,['dsyn'],Immunoglobulin G4-Related Disease,1,10,1
1748974,C0533630,"['aapp', 'bacs']","GPS2 protein, human",1,20,20
1749026,C2347022,['qnco'],Bioequivalent Allergy Unit,1,20,20
1749046,C0440330,['plnt'],Timothy grass pollen,1,20,20
1749512,C1967930,['clnd'],Ritonavir 25 MG,1,20,20
1749553,C0005373,['qlco'],Bicuspid,1,10,1
1749636,C1261079,['bpoc'],Structure of left cusp of aortic valve,1,10,1
1749730,C1744619,"['antb', 'orch']",Tetracycline Antibiotics,2,30,30
1749745,C0016436,['dsyn'],Folliculitis,2,30,30
1749827,C1123623,['clnd'],Tetracycline 250 MG,1,10,10
1749861,C1414805,['gngm'],MTOR gene,1,20,10
1749928,C1515964,['cell'],Anaplastic Cell,1,20,10
1749931,C1513997,['cell'],Neoplastic Large Cell,2,30,20
1749947,C1515122,['genf'],T-Cell Activation Pathway,1,20,10
1749950,C1301359,['neop'],Precursor T cell lymphoblastic leukemia/lymphoblastic lymphoma,1,20,10
1749969,C1419024,['gngm'],PSMC4 gene,1,20,10
1749979,C1836945,['gngm'],RICTOR gene,1,20,10
1750027,C1308247,"['aapp', 'imft']","CCL20 protein, human",1,10,1
1750043,C1961104,"['aapp', 'bacs']",Chemokine CCL20,1,10,1
1750045,C0949359,"['orch', 'phsu']",Methotrexate Sodium,1,10,1
1750185,C1128686,['clnd'],Methotrexate 7.5 MG,1,10,1
1750474,C0071839,"['orch', 'phsu']",prednisolone acetate,2,20,30
1750478,C0772364,"['orch', 'phsu']",Loteprednol,1,10,20
1750546,C4302773,['topp'],Descemet's membrane endothelial keratoplasty,1,10,20
1750562,C0991531,['bodm'],Ophthalmic Gel,1,10,20
1750625,C0054282,"['hops', 'orch']",butyl phosphorotrithioate,2,40,40
1750738,C0373917,['lbpr'],HIV-2 Antibody Measurement,1,20,20
1750929,C0696216,['diap'],"Skin test for tuberculosis, Tine test",1,20,20
1750932,C0149963,['dsyn'],PERICARDIAL EFFUSION WITHOUT TAMPONADE,1,20,20
1750949,C0849453,['topp'],fixate,2,30,30
1751016,C0086445,['dsyn'],Idiopathic Membranous Glomerulonephritis,1,20,10
1751051,C0003012,"['aapp', 'bacs']",Angiotensin III,1,20,10
1751124,C4510269,['topp'],Cyclosporine therapy,2,30,30
1751419,C1449190,"['aapp', 'rcpt']","F2RL3 protein, human",1,20,20
1751448,C0765538,"['orch', 'phsu']",dexketoprofen trometamol,1,20,20
1751466,C0041175,"['orch', 'phsu']",Tromethamine,2,40,30
1751525,C2610027,['clnd'],tramadol hydrochloride 37.5 MG,1,20,20
1751660,C4302298,['fndg'],Persistent proteinuria,1,20,10
1751830,C2826811,['qnco'],Concomitant Medication Dose,1,20,10
1752044,C0011366,['resa'],Dental Health Surveys,1,20,10
1752194,C1292969,['hlca'],Procedure on blood vessel,3,50,60
1752581,C0004609,"['aapp', 'phsu']",Baclofen,3,30,30
1752613,C4546909,['elii'],Oxygen-18,1,10,10
1752615,C0040653,['diap'],Measurement of transcutaneous partial pressure of carbon dioxide,1,10,10
1752627,C1096023,['diap'],apnea test,0,0,0
1752681,C2729336,['diap'],Home Sleep Study Test,1,10,10
1752684,C0199614,['hlca'],Monitoring of pulse,1,10,10
1753096,C0563522,['topp'],Excision of melanoma,1,20,20
1753205,C0015610,['resa'],Family Research,1,10,20
1753221,C0014265,['qnco'],Endowments,2,10,40
1753328,C0331936,['hcro'],campbell,1,10,20
1753619,C0528175,"['aapp', 'phsu']",Copaxone,1,20,20
1753927,C4059030,['clnd'],meloxicam 5 MG,1,20,20
1754070,C0403440,['dsyn'],Thin basement membrane disease,1,20,10
1754074,C0910119,"['aapp', 'enzy']","HDAC4 protein, human",1,20,10
1754089,C2939461,['neop'],Myeloid neoplasm,4,60,50
1754379,C0600665,['inpr'],Phrase,3,30,21
1754428,C4273905,['inpr'],Pain Catastrophizing Scale,2,20,20
1754831,C0162587,"['inpr', 'resa']","Models, Educational",1,20,20
1754891,C0681273,['popg'],audience,1,20,20
1754895,C0013652,['edac'],Educational Activities,1,20,20
1754901,C0596910,['prog'],mental health personnel,1,20,20
1754919,C0920579,['hlca'],medical outreach,1,20,20
1754966,C0399352,['cgab'],Developmental absence of tooth,1,10,10
1755027,C4534558,['bpoc'],Teeth.mandible,0,0,0
1755028,C0574054,['tmco'],One stage procedure,1,10,10
1755041,C1371288,['ortf'],Bone Alteration,1,10,10
1755047,C1561619,['dsyn'],Partial edentulism,1,10,10
1755562,C0940731,['fndg'],Normal pancreas,1,1,10
1755781,C4083212,['dsyn'],"Alopecia, Male Pattern",1,20,0
1755837,C0232407,['ortf'],Hair growth,2,30,10
1755864,C1286247,['clna'],Appearance of hair,1,20,0
1755874,C2755358,['orgf'],secondary growth,2,20,20
1755951,C4300311,['inpr'],ASRS,1,10,10
1756130,C1257888,['npop'],Phase Transition,4,50,50
1756180,C0856856,['orgf'],natural menopause,2,0,30
1756558,C2189071,['sosy'],vaginal dyspareunia,1,10,10
1756566,C1507330,['bact'],Chlamydia trachomatis+Neisseria gonorrhoeae,2,30,30
1756590,C0014474,['neop'],Ependymoma,1,10,10
1756664,C0796612,['neop'],recurrent childhood ependymoma,1,10,10
1756678,C4266454,['neop'],High grade tumor,1,10,10
1756761,C0673093,"['bacs', 'phsu']",4-hydroxybutyric acid,1,20,10
1756764,C2930826,['dsyn'],Acute malaria,2,40,30
1756924,C0020659,['neop'],Hypothalamic Neoplasms,1,1,1
1756993,C0271885,['dsyn'],Hypothalamic obesity,1,1,1
1757605,C4505072,['dsyn'],Epileptic Syndromes,1,10,1
1757617,C3850023,['topp'],Cathodal Stimulation Transcranial Direct Current Stimulation,1,10,1
1757653,C3826394,['dsyn'],Epilepsy in children,2,20,11
1757682,C0612670,['orch'],MA-1,2,20,11
1757684,C0612672,['orch'],MA-2,2,20,11
1757987,C1321053,['diap'],Berg balance test,1,10,10
1758188,C3146295,['bpoc'],Triceps,2,30,30
1758198,C1446851,['lbpr'],Skin fold,2,30,30
1758449,C1368102,"['aapp', 'rcpt']","TACR3 protein, human",1,0,10
1758458,C4684825,['phsu'],Neurokinin-3 Receptor Antagonist,1,0,10
1758491,C1420567,['gngm'],TACR3 gene,1,0,10
1758514,C1295611,['fndg'],Decreased pituitary luteinizing hormone level,1,0,10
1758922,C0267187,['dsyn'],Intestinal metaplasia of gastric mucosa,1,10,10
1758969,C0227230,['bpoc'],Body of stomach,1,10,10
1758971,C4489445,['spco'],Magnification,1,10,10
1759112,C0678855,['ortf'],eye-hand coordination,1,20,0
1759167,C0060398,"['bodm', 'orch']",FITT,1,20,0
1759244,C1367441,['gngm'],FASN gene,1,10,0
1759267,C3273129,['qlco'],Chemoprotective,1,10,0
1759309,C0014179,['dsyn'],Endometritis,2,0,40
1759340,C0410916,['fndg'],Neonatal Death,4,0,80
1759424,C0856701,['dsyn'],Endometritis infection,0,0,0
1759503,C3820273,['clnd'],Mometasone Metered Dose Inhaler,1,20,20
1759642,C1167856,['diap'],blood smear test,1,0,20
1759648,C2238079,['lbpr'],Blood Smear,2,0,40
1759703,C2945693,['fndg'],complications of malaria,1,0,20
1760010,C3655770,['inpr'],VR-12,1,20,10
1760013,C1832070,['bhvr'],Mental health.behavior,1,20,10
1760034,C0039872,"['hops', 'orch']",Thioacetamide,4,50,70
1760198,C0026164,['hcpp'],Miniaturization,2,40,40
1760239,C0681124,['qlco'],Working conditions,1,20,20
1760320,C3658321,['topp'],Acceptance and Commitment Therapy,3,60,40
1760411,C0869034,['ocac'],Teleconferencing,1,20,10
1760467,C1301705,['fndg'],Sniffing position,1,20,20
1760513,C0882980,['spco'],View comparison,2,30,30
1760645,C0680710,['gora'],suppression of evidence,1,20,20
1760726,C0009644,['food'],Condiments,1,0,20
1760729,C0086152,['inbe'],Dietary Habits,0,0,0
1760753,C0349380,['food'],Potato chips,1,0,20
1760774,C3669679,['bird'],Chicken for meat production,1,0,20
1760775,C0452717,['food'],Whole milk,1,0,20
1760782,C0556202,['fndg'],Red meat intake,1,0,20
1760791,C0452714,['food'],Semi-skimmed milk,1,0,20
1760844,C0023832,"['aapp', 'horm']",beta-Lipotropin,1,1,10
1760954,C0681602,['mnob'],accelerator,1,1,10
1760999,C0022369,['virs'],JC Virus,1,10,10
1761076,C3888357,['imft'],Antibody to JC virus,1,10,10
1761160,C0034816,"['aapp', 'imft', 'rcpt']","Receptors, HIV",1,10,1
1761172,C0086898,['phpr'],Recrudescence,1,10,1
1761270,C3265468,['moft'],Virus Neutralization,2,30,21
1761389,C4554068,['topp'],GDP Regimen,1,20,20
1761704,C0046889,['orch'],"3,3'-diallyldiethylstilbestrol",1,0,20
1761719,C0747226,['diap'],pap smear screening,1,0,20
1761761,C0425359,['popg'],south American,0,0,0
1761786,C0239806,['popg'],Haitian race,1,0,20
1761824,C1113649,"['aapp', 'bacs']",Angiopoietins,2,20,30
